CJmH9jX7De7PHgNeg0C-Fg,Farida Floral,farida-floral-fairfax,False,-77.29691,38.80606,,15,4.5
VJg1jG_eZNx4F7NE8-gBew,N Time Floral Design,n-time-floral-design-washington,False,-77.0284042,38.9676094,,4,1.0
99mNC9XLebJBCsQYUieoFg,Petals To The Metal Florist,petals-to-the-metal-florist-washington-4,False,-76.97293,38.93095,,5,2.0
yj08e9jw60sLt8KxgaabnQ,Caruso Florist,caruso-florist-washington-2,False,-77.03923,38.90583,$$$,105,2.5
f4NcHeFlYbbLekrt0TsZnw,A Floral Event,a-floral-event-springfield,False,-77.23443,38.78873,,1,5.0
Qhf_MqyZ3SaMCEyyB5orsg,Genes Florist & Gift Baskets,genes-florist-and-gift-baskets-germantown-2,False,-77.2397784777258,39.1856573089418,,7,2.5
rgr2v4AJZiThXEXdO3KU5A,FLORA Roots & Stems,flora-roots-and-stems-alexandria,False,-77.05619,38.82371,,1,5.0
8EOn6xc3Mu9Q7rX7iwtH5w,Greenstreet Gardens,greenstreet-gardens-lothian,False,-76.6304473876953,38.7778778076172,$$$,21,4.0
kaOf1hlk6DzyumQ_mihuzA,ASAP Flowers,asap-flowers-fort-myer-4,False,-77.0780812570245,38.8737144546324,$$,2,1.0
ibPtFbeTBIo3OC33XAWJ9w,Genes Rockville Florist,genes-rockville-florist-rockville,False,-77.14133417,39.077034,$,19,2.0
O5OnRX2zUSsBLpQczTaA9A,Ariel Potomac Florist and Gift Baskets,ariel-potomac-florist-and-gift-baskets-potomac,False,-77.1923828125,39.0133171081543,,7,1.0
rZ2fVUwl9GsLqt63LWz13A,Ariel Bethesda Florist & Gift Baskets,ariel-bethesda-florist-and-gift-baskets-bethesda-7,False,-77.1521072387695,39.0225105285645,$$,15,1.5
